pdf,page,category,confidence,text
"43992 - VS22LOW_eng rev.2 - Use, Maintenance & Installation manual 1.pdf",20,cooling_water,0.8,"VS 22 LOW - 20 GB GB The generator is equipped with an internal forced cooling system through a water/air exchanger. The amount of air required for combustion flows through the intake located on the base. Therefore, always check that this intake is free of any obstruction. 3.5 COOLING WATER CIRCUIT The generator engine is cooled by an open-circuit system in which seawater circulates. At the time of installation, a seawater feed circuit must be arranged for cooling, and an exhaust system for the combustion gas and water mixture. The engine is cooled by the water/glycol mixture contained in the closed circuit. The mixture is cooled by sea water through the water/water heat exchanger. The inverter maintains the correct operating temperatures through direct sea water cooling and contact heat exchanger. The open seawater circuit develops by subsequently cooling the combustion"
"43992 - VS22LOW_eng rev.2 - Use, Maintenance & Installation manual 1.pdf",20,cooling_water,0.7647,"engine air and the air sucked by the alternator through a water/air exchanger. During installation it is necessary to prepare a seawater supply circuit and a flue gas/water exhaust system. Thanks to the special cooling scheme, the generator unit is not affected by the ambient temperature of the engine room; the efficiency of the unit is therefore relative to the sea water temperature. Our generators are tested to ensure zero de-rating up to a sea water temperature of 31 ºC. The sea water pump provides the correct water flow to the heat exchangers and it is necessary that the filter and the sea inlets are not blocked. For the cooling system to function properly, the enclosure of the assembly shall be closed during operation. Coolant Seawater inlet Seawater outlet Legend 1 Inverter 2 Inverter water/water heat exchanger 3 Air/water heat"
"43992 - VS22LOW_eng rev.2 - Use, Maintenance & Installation manual 1.pdf",20,cooling_water,1.0,exchanger 4 Seawater pump 5 Engine water/water heat exchanger 6 Engine 7 Exhaust manifold 8 Mixing chamber
"43992 - VS22LOW_eng rev.2 - Use, Maintenance & Installation manual 1.pdf",21,troubleshooting_repair,0.4,"- 21 VS 22 LOW GB GB 1 2 3 3.5.1 SEAWATER FEED SYSTEM Two water intake systems are normally adopted on boats: - Direct intake system (ref.1). - System with baffle (ref.2). Manufacturer recommends using the direct intake system (ref.1), since it prevents intake of pressurised water into the intake ducts, instead generating a vacuum easily overcome by the water pump head of the generator. Do not fit any type of protection cap on the direct intake system. The system with baffle ( ref.2), on the other hand, may cause the following problems: a- If installed with the slots facing the bow: In this case, during navigation and with the generator off, pressure is created in the water intake duct, which may cause the system to fill up until reaching the exhaust port, thus making it possible for water"
"43992 - VS22LOW_eng rev.2 - Use, Maintenance & Installation manual 1.pdf",21,cooling_water,1.0,"to enter the cylinders. b- If installed with the slots facing the stern: In this case, during navigation a vacuum may be created in the water intake duct such as to inhibit the water pump Seawater inlet (rif.3)."
"43992 - VS22LOW_eng rev.2 - Use, Maintenance & Installation manual 1.pdf",22,cooling_water,0.6,"VS 22 LOW - 22 GB GB 4 6 3.5.2 COMPONENTS If the machine is installed from a height of 1 metres (3,3 ft) up to the maximum of 2,5 metres (8,3 ft) above the waterline, it is necessary to install a non-return valve (ref.5) downstream of the sea water inslet to prevent the water circuit from being drained when the engine is switched off. Emptying can damage the water pump impeller during start up. For the same reason, it is necessary to manually fill the suction pipe from the valve to the pump when the machine is started for the first time. For installations longer than 2,5 metres, contact Mase Generators Service Department. - Direct seawater intake (ref.1). - Ball valve (general system) (ref.2). - Water filter (inspectable) (ref.3); effectively protects the cooling circuit from the ingress of mud,"
"43992 - VS22LOW_eng rev.2 - Use, Maintenance & Installation manual 1.pdf",22,maintenance_service,0.5,"sand and algae. - Non-return valve (ref.5) The filter mesh must be the fine type, it is advisable to use the type with 2-470mm (micron) pitch. Different sizes would not allow good filter performance. Anti-siphon valve (ref.4) In case of installations below the waterline or when, more generally, there are high pressures in the hull of the boat, it is necessary to install an anti-siphon valve (ref.4). - Antisiphon valve mantains atmospheric pressure in the cooling circuit when the engine is off, preventing the siphonage phenomenon. It must be used when the base of the generator is under the water line,and must be positioned at least 500 mm (1.6 ft) above sea level. - Insert the siphon break valve in-line as shown in the figure. The drainage pipe of the anti-siphon valve must fall to a lower level than the"
"43992 - VS22LOW_eng rev.2 - Use, Maintenance & Installation manual 1.pdf",22,installation,0.3333,"valve itself. In this way the duct is always free for air flow, and water accumulations are avoided with the unit switched off. It is advisable to take the drainage duct (ref.6) in the bilge because, during normal run, a minimum quantity of water could escape. Siphon break Anti-siphone valve mounting 237,21$/"
"43992 - VS22LOW_eng rev.2 - Use, Maintenance & Installation manual 1.pdf",23,cooling_water,0.8571,"- 23 VS 22 LOW GB GB 3.5.3 TYPICAL INSTALLATIONS Legend 1) Exhaust (gas) 2) Sea discharge (water) 3) Separator 4) Muffler 5) Water filter 6) Shut-off valve 7) Sea water intake 8) Generating set 9) Sea water pump A) Ø internal 63,5 mm B) Ø internal 50 mm C)Ø internal 20 mm GENERATING SET ABOVE THE WATER LINE WITH VETUS SEPARATOR LGS6050 LP60"
"43992 - VS22LOW_eng rev.2 - Use, Maintenance & Installation manual 1.pdf",24,cooling_water,0.7143,"VS 22 LOW - 24 GB GB Legend 1) Exhaust (gas) 2) Sea discharge (water) 3) Separator 4) Muffler 5) Water filter 6) Shut-off valve 7) Sea water intake 8) Siphon break valve 9) Drain 10) Generating set A) Ø internal 63,5 mm B) Ø internal 50 mm C) Ø internal 20 mm D) Ø internal 14 mm E) Ø internal 20 mm GENERATING SET UNDER THE WATER LINE WITH VETUS SEPARATOR AND SIPHON BREAK VALVE LGS6050 LP60"
"43992 - VS22LOW_eng rev.2 - Use, Maintenance & Installation manual 1.pdf",25,cooling_water,0.8571,"- 25 VS 22 LOW GB GB Legend 1) Exhaust (gas) 2) Sea discharge (water) 3) Separator 4) Muffler 5) Water filter 6) Shut-off valve 7) Sea water intake 8) Generating set 9) Sea water pump A) Ø internal 63,5 mm B) Ø internal 38 mm C)Ø internal 20 mm GENERATING SET ABOVE THE WATER LINE WITH CENTEK SEPARATOR"
"43992 - VS22LOW_eng rev.2 - Use, Maintenance & Installation manual 1.pdf",26,cooling_water,0.5556,"VS 22 LOW - 26 GB GB Legend 1) Exhaust (gas) 2) Sea discharge (water) 3) Separator 4) Muffler 5) Water filter 6) Shut-off valve 7) Sea water intake 8) Siphon break valve 9) Drain 10) Generating set A) Ø internal 63,5 mm B) Ø internal 50 mm C) Ø internal 20 mm D) Ø internal 14 mm E) Ø internal 20 mm GENERATING SET UNDER THE WATER LINE WITH CENTEK SEPARATOR AND SIPHON BREAK VALVE LGS6050 LP60 Installare un silenziatore aggiuntivo se questa lunghezza è compresa tra 1000 mm e 1500 mm Install an additional silencer if this lenght is between 1000 mm and 1500 mm"
"43992 - VS22LOW_eng rev.2 - Use, Maintenance & Installation manual 1.pdf",27,installation,0.5,"- 27 VS 22 LOW GB GB 3.5.4 EXHAUST SYSTEM The generator combustion “gas/water exhaust” system must be independent from the one of the main engine. See installation diagrams. The pipe length from the highest point of the exhaust pipe to the exhaust must not exceed 2 metres (6.6 ft). This is to prevent that when the generator is switched off, the water that is left in the exhaust pipe flows back to the engine after having filled the barrel exhaust. Barrel exhaust (capacity 3.5 litres - 0.92 gal). It attenuates the exhaust noise and prevents water backflow to the engine. It is recommended to install the exhaust not more than 1 metres (3.3 ft) from the generator and to position it at a height equal to or lower than the generator base. Silencer Further reduces the noise. It is"
